feature_id	msms_score	matched_peaks	reference_id	adduct	charge	ionmode	instrument	instrument_type	comment	inchikey	inchi	smiles	compound_name	Spectral_library_ID	Spectral_library	libname	component_id	mz
51	0.7163229082351765	6	23507		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676333; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=C(C=CC(=C1)C=CC(=O)O)O	4_Hydroxy_3MethoxyCinnamicAcid_Ferulic	CCMSLIB00006676333	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.6909061694779385	6	24357		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677194; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=C(C=CC(=C1)C=CC(=O)O)O	TransFerulicAcid	CCMSLIB00006677194	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.6937641464602916	5	24359		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677196; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=C(C=CC(=C1)C=CC(=O)O)O	TransFerulicAcid	CCMSLIB00006677196	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8477088407559222	7	28836		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111252; origin=GNPS	QURCVMIEKCOAJU-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(C=CC(=O)O)cc1O	Isoferulic acid CollisionEnergy:102040	CCMSLIB00010111252	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8606557948472069	7	28982		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111581; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111581	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8764267910530749	8	28983		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111585; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111585	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8726198227814645	8	28984		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111586; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111586	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.881978797703399	8	28985		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111587; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111587	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8613365400456909	8	28986		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010111589; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:102040	CCMSLIB00010111589	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.785982396404844	9	33182		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122587; origin=GNPS	QURCVMIEKCOAJU-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(C=CC(=O)O)cc1O	Isoferulic acid CollisionEnergy:205060	CCMSLIB00010122587	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8592864751439405	7	33327		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122916; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122916	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8507359793867165	8	33328		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122920; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122920	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8512136860355999	8	33329		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122921; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122921	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8503765257501269	8	33330		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122922; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122922	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8613927712027272	8	33331		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010122924; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1cc(C=CC(=O)O)ccc1O	ferulic acid CollisionEnergy:205060	CCMSLIB00010122924	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8195703702303904	6	43464		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005739928; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005739928	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.832813332457315	5	44147		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005741169; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005741169	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8194917464682169	5	44803		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005742443; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005742443	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8299878609568297	6	44913		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005742668; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005742668	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8157878737621246	6	45725		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005744227; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005744227	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8211925082512529	6	46958		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005746567; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005746567	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8156950029931229	6	47191		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005747023; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	O=C(O)C=CC=1C=CC(O)=C(OC)C=1	trans-Ferulic acid	CCMSLIB00005747023	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8168049511464117	8	69688		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004695450; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		isoferulic acid	CCMSLIB00004695450	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7491954922428921	9	69689		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004695451; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		isoferulic acid	CCMSLIB00004695451	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.6684640081932084	6	69690		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004695452; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		isoferulic acid	CCMSLIB00004695452	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8559451563546046	8	71074		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702341; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		Ferulic Acid	CCMSLIB00004702341	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7831253459691245	9	71075		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702342; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		Ferulic Acid	CCMSLIB00004702342	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.6763736872675324	7	71076		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702343; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+		Ferulic Acid	CCMSLIB00004702343	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8220805193677166	6	75735		-1	negative	ESI-QTOF	N/A-ESI-QTOF	DB#=CCMSLIB00004719653; origin=GNPS	ONBYESPXKZNTDN-UIMBXVEGSA-N	InChI=1S/C10H10O4/c1149427(68(9)11)3510(12)13/h26,11H,1H3,(H,12,13)/b53+		isoferulic acid	CCMSLIB00004719653	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7498006074535434	5	76498		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006678627; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=CC(=CC=C1O)/C=C/C(=O)O	FERULIC ACID	CCMSLIB00006678627	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7498006074535434	5	76627		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006678945; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=CC(=CC=C1O)/C=C/C(=O)O	FERULIC ACID	CCMSLIB00006678945	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7477259217910255	5	76710		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679162; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=CC(=CC=C1O)/C=C/C(=O)O	FERULIC ACID	CCMSLIB00006679162	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7477259217910255	5	76790		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679356; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COC1=CC(=CC=C1O)/C=C/C(=O)O	FERULIC ACID	CCMSLIB00006679356	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.7237072138488048	6	80592		-1	negative	impact HD	LC-ESI- impact HD	DB#=CCMSLIB00004684104; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(cc1O)/C=C/C(=O)O	3-Hydroxy-4-methoxycinnamic acid (isoferulic acid) - 10eV	CCMSLIB00004684104	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8458465187309328	6	83588		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119625; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N		COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119625	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8465402144995597	6	83589		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119627; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N		COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119627	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8428573510966133	6	83590		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119629; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N		COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119629	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8504157736265041	9	83591		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119632; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N		COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119632	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
51	0.8458533609848602	7	83592		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119634; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N		COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119634	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	193.0497131347656
26	0.931200181287396	8	4049		-1	negative	qTof	LC-ESI-qTof	DB#=CCMSLIB00005718905; origin=GNPS	ODNMTIVRLHXQTE-UHFFFAOYSA-N	InChI=1S/C12H12O4/c1-5-4-8(13)9-11(15)6(2)10(14)7(3)12(9)16-5/h4,14-15H,1-3H3	O=c1cc(C)oc2c1c(O)c(C)c(O)c2C	"""5,7-Dihydroxy-2,6,8-trimethylchromone"""	CCMSLIB00005718905	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	219.06570434570312
65	0.990807955107237	5	650		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005436185; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	OC(=O)CCCCCCCC(O)=O	AZELATE	CCMSLIB00005436185	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9963382899035234	5	3888		-1	negative	Q-Exactive Plus	LC-ESI-Q-Exactive Plus	DB#=CCMSLIB00000578346; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	AZELAIC ACID	CCMSLIB00000578346	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.990807955107237	5	5390		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005463658; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	OC(=O)CCCCCCCC(O)=O	AZELATE	CCMSLIB00005463658	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8921212175797689	5	24738		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677575; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	C(CCCC(=O)O)CCCC(=O)O	azelaic_acid	CCMSLIB00006677575	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9274256382690836	5	24741		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677578; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	C(CCCC(=O)O)CCCC(=O)O	azelaic_acid	CCMSLIB00006677578	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.996620138265964	5	25919		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010102863; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	O=C(O)CCCCCCCC(=O)O	azelaic acid CollisionEnergy:102040	CCMSLIB00010102863	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9820803864472676	5	27179		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010107221; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	O=C(O)CCCCCCCC(=O)O	azelaic acid CollisionEnergy:102040	CCMSLIB00010107221	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9944005318821222	5	31533		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010118558; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	O=C(O)CCCCCCCC(=O)O	azelaic acid CollisionEnergy:205060	CCMSLIB00010118558	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.996620138265964	5	35066		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010126478; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	O=C(O)CCCCCCCC(=O)O	azelaic acid CollisionEnergy:102040	CCMSLIB00010126478	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.965434732291987	5	45849		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005744459; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	O=C(O)CCCCCCCC(=O)O	Azelaic acid (Not validated)	CCMSLIB00005744459	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9788171331091674	5	68689		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004691667; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		Azelaic acid	CCMSLIB00004691667	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.920860045998898	5	68690		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004691668; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		Azelaic acid	CCMSLIB00004691668	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.6640513360603287	5	68691		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004691669; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		Azelaic acid	CCMSLIB00004691669	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9853397682464056	5	71179		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702806; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		AZELAIC ACID	CCMSLIB00004702806	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9257551548907156	5	71180		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702807; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		AZELAIC ACID	CCMSLIB00004702807	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
