rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
85	2	1	2	0.16818150263635837	-345.28057314332085	0.7773869346733668	35.4886516200759	C21H30N2O5	[M + Cl]-	DSZOGPAHYPXZRO	InChI=1S/C21H30N2O5/c1-27-19-4-2-16(3-5-19)21(26)23-9-7-17(14-20(24)25)18(15-23)6-8-22-10-12-28-13-11-22/h2-5,17-18H,6-15H2,1H3,(H,24,25)	null	COC1=CC=C(C=C1)C(=O)N2CCC(C(C2)CCN3CCOCC3)CC(=O)O	-0.800000012	25312966	COCONUT:(CNP0013352 CNP0027645);PubChem:(25312966);SuperNatural:(SN00018025);ZINC bio:(ZINC12481203)	3153922	425.18548583984375	269.278	191_2211_191
86	1	1	1	0.16808761024635904	-349.66055693568285	0.9999999999999999	37.18489819780077	C37H59NO6	[M + Cl]-	CQUVIJBVSNICJF	InChI=1S/C37H59NO6/c1-44-36(37(43)38-30-29-32-25-27-35(42)28-26-32)24-18-10-6-5-9-15-21-34(41)23-17-12-11-16-22-33(40)20-14-8-4-2-3-7-13-19-31-39/h4,6,8,10,25-28,36,39,42H,2-3,5,7,9,11-24,29-31H2,1H3,(H,38,43)	null	COC(CCC=CCCCCC(=O)CCCCCCC(=O)CCC=CCCCCCCO)C(=O)NCCc1ccc(O)cc1	8.543707700857196	""	""	0	648.4055786132812	288.624	216_2211_216
87	1	2	2	0.1669821831807724	-249.32851425773063	0.9999999999999999	39.19706495768623	C27H44N4O3	[M - H2O - H]-	ZCVSSDYMQMAXFL	InChI=1S/C27H44N4O3/c1-2-3-4-5-6-7-11-16-23(20-25(32)29-18-13-12-17-28)31-21-26(33)30-24(27(31)34)19-22-14-9-8-10-15-22/h8-10,14-15,23-24H,2-7,11-13,16-21,28H2,1H3,(H,29,32)(H,30,33)	null	CCCCCCCCCC(CC(=O)NCCCCN)N1CC(=O)NC(C1=O)CC2=CC=CC=C2	4.5	44139965	PubChem:(44139965);2304_LOTUS_DNP:(Cyclic peptides)	2	453.3222351074219	335.046	275_2211_275
88	1	2	2	0.16693668443957446	-512.5001564823347	0.9999999999999999	37.37747871200134	C31H52N4O3	[M - H]-	YOIQTGQBNQQIQU	InChI=1S/C31H52N4O3/c1-4-5-7-16-28(36)23-27-24-30(37)34(21-12-17-32(27)2)19-10-11-20-35-22-13-18-33(3)29(25-31(35)38)26-14-8-6-9-15-26/h6,8-9,14-15,27-29,36H,4-5,7,10-13,16-25H2,1-3H3	null	CCCCCC(CC1CC(=O)N(CCCN1C)CCCCN2CCCN(C(CC2=O)C3=CC=CC=C3)C)O	3.79999995	71514656;71514869;71514870;71515024;78093929	COCONUT:(CNP0211065);Natural Products:(UNPD102867);PubChem:(71514656 71514869 71514870 71515024 78093929);SuperNatural:(SN00290037);MeSH:(78093929);PubMed;2304_LOTUS_DNP:(Hopromalinol)	3178566	527.3951416015625	408.028	431_2211_431
89	5	4	6	0.16682882929467618	-143.6666433622217	0.020100502512562818	1.280030606077198	C19H30O5S	[M - H]-	ZMITXKRGXGRMKS	InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)	Andros-S	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)OS(=O)(=O)O	3.49286199	246;159663;4565053;2825576;6708768;9907417;9929317;14048396;16758139;20709120;21123756;45043589;54554685;54554686;57367005;53481659;59476916;59476917;88325731;98042574;118307921;122198224;124916889;124916890;124916891;124303547;133124990;133126386;134688456	HMDB:(2759 62657);SuperNatural:(SN00342554 SN00131651 SN00131643 SN00324837 SN00128372 SN00128371);ZINC bio:(ZINC03869438 ZINC03869439 ZINC03869440 ZINC03869441 ZINC05370363 ZINC05377451 ZINC13507162 ZINC13542995);additional;MeSH:(159663 9929317);PubMed;2304_LOTUS_DNP:(androsterone sulfate);COCONUT:(CNP0138928 CNP0150597);Natural Products:(UNPD185671 UNPD28819);PubChem:(246 159663 4565053 2825576 6708768 9907417 9929317 14048396 16758139 20709120 21123756 45043589 54554685 54554686 57367005 53481659 59476916 59476917 88325731 98042574 118307921 122198224 124916889 124916890 124916891 124303547 133124990 133126386 134688456);CHEBI:(83037 133729 83040 133003);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-21812);KEGG Mine	8610441326	369.17364501953125	389.596	386_2211_386
90	3	2	2	0.1665664064482764	-405.09111663942866	0.21557788944723622	48.21560731324948	C44H79N5O9	[M - H2O - H]-	ZGUPGLAEKHCUSL	InChI=1S/C44H79N5O9/c1-15-19-31-28(12)39(51)47-33(21-17-3)30(14)41(53)49-36(25(7)8)43(55)58-37(26(9)10)44(56)57-35(23-24(5)6)42(54)48-34(22-18-4)29(13)40(52)46-32(20-16-2)27(11)38(50)45-31/h24-37H,15-23H2,1-14H3,(H,45,50)(H,46,52)(H,47,51)(H,48,54)(H,49,53)	null	CCCC1C(C(=O)NC(C(C(=O)NC(C(=O)OC(C(=O)OC(C(=O)NC(C(C(=O)NC(C(C(=O)N1)C)CCC)C)CCC)CC(C)C)C(C)C)C(C)C)C)CCC)C	8.19999981	132559088	MeSH:(132559088);PubChem:(132559088);PubMed;2304_LOTUS_DNP	70	802.5687255859375	414.816	445_2211_445
91	1	1	1	0.16621152758948304	-290.57048447445055	0.9999999999999999	28.070282671249597	C32H54N6O7	[M - H]-	RQCUMDRLAXJWLZ	InChI=1S/C32H54N6O7/c1-18(2)15-25(36-28(40)23(34)17-21-10-12-22(39)13-11-21)29(41)37-26(16-19(3)4)30(42)38-27(20(5)6)31(43)35-24(32(44)45)9-7-8-14-33/h10-13,18-20,23-27,39H,7-9,14-17,33-34H2,1-6H3,(H,35,43)(H,36,40)(H,37,41)(H,38,42)(H,44,45)	null	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	1.97837138	""	COCONUT:(CNP0166752);Natural Products:(UNPD13050);SuperNatural:(SN00386987);2304_LOTUS_DNP	3178496	633.4005126953125	376.831	361_2211_361
92	1	2	2	0.16353114977657005	-75.66257719805668	0.9999999999999999	17.32740518546039	C36H64O11	[M - H2O - H]-	NUGXFAXZOUMRFJ	InChI=1S/C36H64O11/c1-31(2)23(39)10-12-33(5)22-15-19(38)25-18(36(8,45)14-11-24(40)32(3,4)44)9-13-34(25,6)35(22,7)16-20(29(31)33)46-30-28(43)27(42)26(41)21(17-37)47-30/h18-30,37-45H,9-17H2,1-8H3	null	CC1(C(CCC2(C1C(CC3(C2CC(C4C3(CCC4C(C)(CCC(C(C)(C)O)O)O)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C	2.0	10258956;102275098;131752935	COCONUT:(CNP0310927);HMDB:(40782);Natural Products:(UNPD6892);PubChem:(10258956 102275098 131752935);SuperNatural:(SN00252381);PubChem class - bio and metabolites;2304_LOTUS_DNP:(Vinaginsenoside R12)	19955722	653.4269409179688	378.612	364_2211_364
93	1	1	1	0.16231043309648427	-42.99328031917881	0.9999999999999999	22.0870210317834	C22H44O3	[M - H]-	RPGJJWLCCOPDAZ	InChI=1S/C22H44O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(23)22(24)25/h21,23H,2-20H2,1H3,(H,24,25)	2-hydroxy behenic	CCCCCCCCCCCCCCCCCCCCC(C(=O)O)O	9.60000038	193484;11199088;22361325;94864875	COCONUT:(CNP0277237);HMDB:(61660);Natural Products:(UNPD160721);PubChem:(193484 11199088 22361325 94864875);SuperNatural:(SN00392788);CHEBI:(76980 76722);PubChem class - bio and metabolites;MeSH:(193484);PubMed;Biocyc:(CPD-9780);2304_LOTUS_DNP:(2-hydroxy behenic);KEGG Mine	8609892462	355.3214111328125	428.39	464_2211_464
94	1	1	1	0.1621395261272501	-301.2719396078709	0.991959798994975	19.92576512869921	C38H72O10	[M - H]-	FIJGNIAJTZSERN	InChI=1S/C38H72O10/c1-3-5-7-9-11-13-15-16-17-19-21-23-25-27-34(41)47-31(30-46-38-37(44)36(43)35(42)32(28-39)48-38)29-45-33(40)26-24-22-20-18-14-12-10-8-6-4-2/h31-32,35-39,42-44H,3-30H2,1-2H3	Monogalactosyl-diacylglycerol	CCCCCCCCCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCCCCCCCC	10.8000002	5327038;45490018;75117308;134729617	COCONUT:(CNP0072324);PubChem:(5327038 45490018 75117308 134729617);PubChem class - drug;PubChem class - bio and metabolites	52428802	687.505126953125	400.499	413_2211_413
95	1	3	3	0.16058966303368663	-246.10262251534124	0.9999999999999999	32.29327229987145	C19H32N4O5	[M - H4O2 - H]-	INLFLDDWUPLUFP	InChI=1S/C19H32N4O5/c1-13(24)22-8-9-23(17(25)12-28-2)16(11-22)19(27)21-15(18(20)26)10-14-6-4-3-5-7-14/h14-16H,3-12H2,1-2H3,(H2,20,26)(H,21,27)	(2S)-4-acetyl-N-[(2S)-1-amino-3-cyclohexyl-1-oxopropan-2-yl]-1-(2-methoxyacetyl)piperazine-2-carboxamide	CC(=O)N1CCN(C(C1)C(=O)NC(CC2CCCCC2)C(=O)N)C(=O)COC	0.300000012	7164910	COCONUT:(CNP0124565);PubChem:(7164910);SuperNatural:(SN00010911);ZINC bio:(ZINC04277856)	3153922	359.2075500488281	236.135	159_2211_159
96	1	3	4	0.15958075746230527	-99.75218685790735	0.9999999999999999	39.47133954099644	C29H48O7	[M - H4O2 - H]-	IUHZXHYYRUEMNW	InChI=1S/C29H48O7/c1-16(30)17(25(2,3)34)8-11-28(6,35)24-9-12-29(36)19-13-21(31)20-14-22(32)23(33)15-26(20,4)18(19)7-10-27(24,29)5/h13,16-18,20,22-24,30,32-36H,7-12,14-15H2,1-6H3	null	CC(C(CCC(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)C(C)(C)O)O	1.10000002	101851585	COCONUT:(CNP0243424);KNApSAcK:(48266);Natural Products:(UNPD12603);PubChem:(101851585);SuperNatural:(SN00298933);2304_LOTUS_DNP:(Ecdysteroids)	3178514	471.3106994628906	373.819	350_2211_350
97	1	3	3	0.15799789376279924	-18.729244155959755	0.9999999999999999	104.00491006453821	C17H34O3	[M + CH2O2 - H]-	YYUFEWPQZITFAF	InChI=1S/C17H34O3/c1-2-3-4-5-6-7-10-13-16(18)14-11-8-9-12-15-17(19)20/h16,18H,2-15H2,1H3,(H,19,20)	null	CCCCCCCCCC(CCCCCCC(=O)O)O	5.66650105	14454574	COCONUT:(CNP0243207);Natural Products:(UNPD114223);PubChem:(14454574);SuperNatural:(SN00392731);YMDB Mine	34362916866	331.2487487792969	205.681	130_2211_130
98	1	4	4	0.15664851299357227	-49.12436088115049	0.9994974874371858	33.63660847408572	C17H26O4	[M - H]-	NLDDIKRKFXEWBK	InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3	gingerol	CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	3.74155021	3473;442793;12310197;101793196	HMDB:(5783);SuperNatural:(SN00002187 SN00005872);ZINC bio:(ZINC01531846 ZINC03872686);additional;MeSH:(442793);Plantcyc:(CPD-13494);PubMed;2304_LOTUS_DNP:(gingerol);NORMAN:(NS00027445);COCONUT:(CNP0314204);Natural Products:(UNPD73001);PubChem:(3473 442793 12310197 101793196);CHEBI:(10136);PubChem class - bio and metabolites;KEGG:(C10462);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-13494)	88009070	293.17608642578125	203.239	128_2211_128
99	1	4	4	0.15639806255927316	-14.187570837436734	0.9999999999999999	149.30800574827236	C18H32O5	[M - H]-	ADHVWICOFLYDST	InChI=1S/C18H32O5/c1-2-3-7-10-15(19)13-14-17(21)16(20)11-8-5-4-6-9-12-18(22)23/h3,7,13-17,19-21H,2,4-6,8-12H2,1H3,(H,22,23)	null	CCC=CCC(C=CC(C(CCCCCCCC(=O)O)O)O)O	2.5999999	9973796;23872026;26249435;26249437;26249439;93062012;93062006	COCONUT:(CNP0048058 CNP0087243);Training Set;PubChem:(9973796 23872026 26249435 26249437 26249439 93062012 93062006);SuperNatural:(SN00033746 SN00033744 SN00033745 SN00033743);ZINC bio:(ZINC14815682 ZINC35459182 ZINC35459185 ZINC35459188 ZINC35459192);2304_LOTUS_DNP:(Other Octadecanoids)	3170306	327.2176818847656	182.911	116_2211_116
100	1	1	1	0.15626114720023207	-281.8825760197864	0.9839195979899499	12.73259325021085	C36H64O6	[M - H]-	UNXIMIFMCNSOAC	InChI=1S/C36H64O6/c1-3-4-5-6-7-8-9-10-13-16-19-22-32(38)34-26-27-35(42-34)33(39)23-20-17-14-11-12-15-18-21-31(37)25-24-30-28-29(2)41-36(30)40/h13,16,28-29,31-35,37-39H,3-12,14-15,17-27H2,1-2H3	calamistrin E	CCCCCCCCCC=CCCC(C1CCC(O1)C(CCCCCCCCCC(CCC2=CC(OC2=O)C)O)O)O	9.89999962	11801608	COCONUT:(CNP0287516);PubChem:(11801608);PubMed;2304_LOTUS_DNP:(Acetogenins)	2097218	591.4628295898438	299.567	230_2211_230
101	1	4	6	0.1555918418504884	-195.34523842910767	0.8989949748743722	24.068162052431326	C20H14N4O	[M + CH2O2 - H]-	OBDUUEITYHUFCW	InChI=1S/C20H14N4O/c25-19(15-10-22-17-8-4-2-6-13(15)17)20-23-11-18(24-20)14-9-21-16-7-3-1-5-12(14)16/h1-11,21-22H,(H,23,24)	Topsentin A	C1=CC=C2C(=C1)C(=CN2)C3=CN=C(N3)C(=O)C4=CNC5=CC=CC=C54	3.70000005	183527	COCONUT:(CNP0211413);KNApSAcK:(26968);Natural Products:(UNPD85595);PubChem:(183527);ZINC bio:(ZINC14768202);MeSH:(183527);PubMed;2304_LOTUS_DNP:(Imidazole alkaloids)	2138198	371.1133117675781	107.908	72_2211_72
102	1	3	3	0.15537484181296812	-83.47602075552024	0.9999999999999999	34.5330919579331	C26H50O4	[M + CH2O2 - H]-	JJWZFUFNJNGKAF	InChI=1S/C26H50O4/c27-25(28)23-21-19-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18-20-22-24-26(29)30/h1-24H2,(H,27,28)(H,29,30)	null	C(CCCCCCCCCCCCC(=O)O)CCCCCCCCCCCC(=O)O	9.35031891	9543670;20482293;123397125	COCONUT:(CNP0204149 CNP0229634);Natural Products:(UNPD170602);PubChem:(9543670 20482293 123397125);SuperNatural:(SN00034737);CHEBI:(76334 76312);ZINC bio:(ZINC38789217)	3186722	471.3680419921875	367.365	337_2211_337
103	1	3	3	0.15452023859907674	-353.11160566116206	0.9834170854271359	5.278720326739216	C30H36N4O4	[M - H2O - H]-	HYMZOYYGWSDRHJ	InChI=1S/C30H36N4O4/c1-21-17-34(22(2)20-35)29(36)26-16-25(32-30(37)31-24-12-8-5-9-13-24)14-15-27(26)38-28(21)19-33(3)18-23-10-6-4-7-11-23/h4-16,21-22,28,35H,17-20H2,1-3H3,(H2,31,32,37)	null	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)OC1CN(C)CC4=CC=CC=C4)C(C)CO	3.79999995	44484004;44484125;44484182;44486512;44486657;44487109;44488877;44491248	PubChem:(44484004 44484125 44484182 44486512 44486657 44487109 44488877 44491248);CHEBI:(111641 111565 124662 124504 123632 113715 113776)	34	497.2574768066406	415.823	446_2211_446
104	1	2	2	0.15361569699497188	-411.973621749159	0.9999999999999999	35.604164426497675	C28H46N4O3	[M - H]-	CJMJXTWMGXRFOM	InChI=1S/C28H46N4O3/c1-21-19-32(20-22(2)34-21)16-11-9-7-6-8-10-15-29-27(33)35-23-12-13-25-24(18-23)28(3)14-17-30(4)26(28)31(25)5/h12-13,18,21-22,26H,6-11,14-17,19-20H2,1-5H3,(H,29,33)	[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-[8-[(2S,6R)-2,6-dimethylmorpholin-4-yl]octyl]carbamate	CC1CN(CC(O1)C)CCCCCCCCNC(=O)OC2=CC3=C(C=C2)N(C4C3(CCN4C)C)C	5.1869874	3074013;102094800	MeSH:(3074013);PubChem class - safety and toxic;PubChem:(3074013 102094800);PubMed;CHEBI:(43927)	67108966	485.3499450683594	368.524	338_2211_338
105	1	3	4	0.1535497822615147	-96.6637325968559	0.9999999999999999	78.24773382665575	C29H44O5	[M - H]-	LMMXKTCZWLXJCH	InChI=1S/C29H44O5/c1-25(2)20-9-12-28(5)21(26(20,3)11-10-22(25)32)7-6-18-23-17(19(31)16-30)8-13-29(23,24(33)34)15-14-27(18,28)4/h17-18,20-21,23,30H,6-16H2,1-5H3,(H,33,34)	null	CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC5(C4C(CC5)C(=O)CO)C(=O)O)C)C)C	5.19999981	10719249;42619182;100913692	COCONUT:(CNP0134571);Natural Products:(UNPD80312);PubChem:(10719249 42619182 100913692);SuperNatural:(SN00388572);2304_LOTUS_DNP:(Lupane triterpenoids)	3178498	471.31134033203125	332.083	266_2211_266
106	1	2	2	0.15193511005442498	-84.21622964660224	0.9999999999999999	11.703733165524795	C14H28O8	[M - H4O2 - H]-	CTLLATPOKUEFSQ	InChI=1S/C14H28O8/c15-1-3-17-5-7-19-9-11-21-13-14-22-12-10-20-8-6-18-4-2-16/h1,16H,2-14H2	20-hydroxy-3,6,9,12,15,18-hexaoxaicosan-1-al	C(COCCOCCOCCOCCOCCOCC=O)O	-1.79999995	449607	PubChem:(449607);CHEBI:(44758);KEGG Mine;PubChem class - bio and metabolites	8606711842	287.14990234375	130.611	82_2211_82
107	1	2	6	0.14876286848880468	-199.4986017788401	0.43718592964824116	5.01553351018193	C24H26N4O2	[M - H2O - H]-	WMEMGRVMDKPQMM	InChI=1S/C24H26N4O2/c29-23(11-9-17-15-27-21-7-3-1-5-19(17)21)25-13-14-26-24(30)12-10-18-16-28-22-8-4-2-6-20(18)22/h1-8,15-16,27-28H,9-14H2,(H,25,29)(H,26,30)	null	C1=CC=C2C(=C1)C(=CN2)CCC(=O)NCCNC(=O)CCC3=CNC4=CC=CC=C43	2.9000001	42506592	COCONUT:(CNP0394781);PubChem:(42506592);ZINC bio:(ZINC12296361)	2105346	383.1891784667969	404.701	424_2211_424
108	1	3	3	0.14869873776227924	-105.45039530418958	0.9999999999999999	20.912402546935986	C22H42O4	[M - H]-	DGXRZJSPDXZJFG	InChI=1S/C22H42O4/c23-21(24)19-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18-20-22(25)26/h1-20H2,(H,23,24)(H,25,26)	docosanedioate	C(CCCCCCCCCCC(=O)O)CCCCCCCCCC(=O)O	7.55346823	244872;22173968	SuperNatural:(SN00157290 SN00277676);ZINC bio:(ZINC04262019);Plantcyc:(CPD-13101);PubMed;2304_LOTUS_DNP:(docosanedioic acid);COCONUT:(CNP0104073 CNP0360953);KNApSAcK:(34175);Natural Products:(UNPD4769);PubChem:(244872 22173968);CHEBI:(76319 76299);PubChem class - bio and metabolites;KEGG:(C19625);PubChem class - safety and toxic;Biocyc:(CPD-13101)	87206258	369.3006591796875	352.479	311_2211_311
109	1	1	1	0.14594432707532617	-184.3945034246361	0.9999999999999999	26.43092679925023	C10H14N6O3	[M - H]-	NOLHIMIFXOBLFF	InChI=1S/C10H14N6O3/c11-8-7-9(15-10(12)14-8)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H4,11,12,14,15)	xyloDAPR	C1C(C(OC1N2C=NC3=C(N=C(N=C32)N)N)CO)O	-1.18613219	97188;266446;451881;11666172;26082149;26082151;42618779;54122131;57296252;53486210;69626097;92237641;92237642;102178554;121597152	COCONUT:(CNP0162828);Natural Products:(UNPD169978);PubChem:(97188 266446 451881 11666172 26082149 26082151 42618779 54122131 57296252 53486210 69626097 92237641 92237642 102178554 121597152);SuperNatural:(SN00318497);ZINC bio:(ZINC00402852 ZINC05117753 ZINC05975235 ZINC14418138);MeSH:(97188);PubMed;2304_LOTUS_DNP:(Purine nucleos(t)ides)	3186758	265.1055603027344	117.027	76_2211_76
110	1	3	7	0.14505881021637662	-202.4640526583265	0.9874371859296484	29.609669084075556	C21H38O5	[M + CH2O2 - H]-	VEDXQLNICSIAQV	InChI=1S/C21H38O5/c1-2-3-7-13-19(23)14-10-12-18(16-20(24)17-22)11-8-5-4-6-9-15-21(25)26/h10,12,14,19-20,22-24H,2-9,11,13,15-17H2,1H3,(H,25,26)/p-1	null	CCCCCC(C=CC=C(CCCCCCCC(=O)[O-])CC(CO)O)O	4.61880016	""	COCONUT:(CNP0049259 CNP0388278);SuperNatural:(SN00164990)	3145728	415.26983642578125	251.836	172_2211_172
111	1	2	2	0.14443406861826255	-5.585479842251528	0.9999999999999999	20.781036490313237	C18H36O3	[M - H]-	KIHBGTRZFAVZRV	InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(19)18(20)21/h17,19H,2-16H2,1H3,(H,20,21)	2-Hydroxystearate	CCCCCCCCCCCCCCCCC(C(=O)O)O	7.5	69417;439885;439887;21993177;21145040;21145041	HMDB:(62549);SuperNatural:(SN00278187);MeSH:(69417);PubMed;2304_LOTUS_DNP:(α-hydroxystearic acid);NORMAN:(NS00014018);COCONUT:(CNP0286833 CNP0394156);Natural Products:(UNPD192500 UNPD156076);PubChem:(69417 439885 439887 21993177 21145040 21145041);YMDB Mine;CHEBI:(58386 18129 19660 76724 57562 15913);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C03045 C03042);Training Set;Biocyc:(S-2-HYDROXYSTEARATE R-2-HYDROXYSTEARATE)	51559844206	299.25872802734375	299.155	227_2211_227
112	1	1	1	0.14404829024649587	-462.47829188205327	0.9999999999999999	24.26255247411498	C25H49NO5	[M - H]-	PWZJXSPDNGIODC	InChI=1S/C25H49NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-22(27)19-25(30)31-23(20-24(28)29)21-26(2,3)4/h22-23,27H,5-21H2,1-4H3/p+1	3-hydroxystearoylcarnitine	CCCCCCCCCCCCCCCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O	6.80000019	54212626;71464560;97413763;97413764;117065538	PubChem:(54212626 71464560 97413763 97413764 117065538);PubMed;CHEBI:(73077)	98	442.3534851074219	439.464	481_2211_481
113	1	3	3	0.14380142575037752	-20.547106907633143	0.9999999999999999	17.00753688294886	C17H32O4	[M - H2O - H]-	QCNWZROVPSVEJA	InChI=1S/C17H32O4/c18-16(19)14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17(20)21/h1-15H2,(H,18,19)(H,20,21)	Heptadecanedioic acid	C(CCCCCCCC(=O)O)CCCCCCCC(=O)O	5.30740499	3083765	COCONUT:(CNP0200960);Natural Products:(UNPD124258);PubChem class - safety and toxic;PubChem:(3083765);2304_LOTUS_DNP:(heptadecanedioic acid)	69238786	281.21197509765625	278.913	203_2211_203
114	1	2	4	0.1436528451648093	-194.95142386741173	0.6195979899497488	3.6385168420355884	C21H20N4O2	[M - H2O - H]-	XODWNYHWBUYHNI	InChI=1S/C21H20N4O2/c1-14-24-19-9-5-3-7-17(19)21(27)25(14)11-10-22-20(26)12-15-13-23-18-8-4-2-6-16(15)18/h2-9,13,23H,10-12H2,1H3,(H,22,26)	null	CC1=NC2=CC=CC=C2C(=O)N1CCNC(=O)CC3=CNC4=CC=CC=C43	1.89999998	52905323	COCONUT:(CNP0241883);PubChem:(52905323);ZINC bio:(ZINC62001568)	2105346	341.1423034667969	356.042	319_2211_319
115	1	1	1	0.14218167349472227	-455.5162908567352	0.9999999999999999	21.46547695651917	C27H46N4O5	[M + CH2O2 - H]-	YWYDVFGOYOJBGO	InChI=1S/C27H46N4O5/c1-18(2)28-27(34)29-22-11-12-24-23(14-22)26(33)31(20(4)17-32)15-19(3)25(16-30(6)7)35-13-9-8-10-21(5)36-24/h11-12,14,18-21,25,32H,8-10,13,15-17H2,1-7H3,(H2,28,29,34)	null	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC(C)C)C(C)CO)C)CN(C)C	2.9000001	44483933;44489301;44490222;44490270;44490325;44490349;44490364;44490392;44490468;44490883;44491477;44492067;44492077;44495973	PubChem:(44483933 44489301 44490222 44490270 44490325 44490349 44490364 44490392 44490468 44490883 44491477 44492067 44492077 44495973);CHEBI:(103405 103637 103532 103585 103530 103402 103591 103547 103455 103590 103472 103450 103382 103643)	34	551.3434448242188	327.831	261_2211_261
116	1	1	1	0.14205544294964462	-504.05160876440874	0.9999999999999999	34.49733494507383	C28H48N4O5	[M + CH2O2 - H]-	SBFFLWUBRLNFSF	InChI=1S/C28H48N4O5/c1-20-18-32(21(2)19-33)28(35)24-16-23(30-27(34)11-9-14-31(5)6)12-13-25(24)37-22(3)10-7-8-15-36-26(20)17-29-4/h12-13,16,20-22,26,29,33H,7-11,14-15,17-19H2,1-6H3,(H,30,34)	null	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)CCCN(C)C)C(C)CO)C)CNC	2.20000005	44504571;44504572;44620604;44494529;44496475;54614927	PubChem:(44504571 44504572 44620604 44494529 44496475 54614927);PubMed;CHEBI:(106731 98626 117771 123957 110928 110999)	98	565.359130859375	347.425	299_2211_299
117	1	3	5	0.14185290002718276	-84.6911980901294	0.9874371859296484	29.2498486179163	C28H52O13	[M - H2O - H]-	RQPMOGWWZUKXPV	InChI=1S/C28H52O13/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(26(36)37)39-28-25(35)23(33)21(31)19(41-28)16-38-27-24(34)22(32)20(30)18(15-29)40-27/h17-25,27-35H,2-16H2,1H3,(H,36,37)	null	CCCCCCCCCCCCCCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(=O)O	1.9315973857071675	""	""	0	577.322998046875	246.451	165_2211_165
118	1	1	1	0.1418114527529828	-601.4002475957416	0.9999999999999999	17.490118072022213	C27H50N4O4	[M + Cl]-	NPBVHNWLBGLWKE	InChI=1S/C27H50N4O4/c1-20-23(32)10-9-22-16-21(11-15-31(20)22)8-6-4-3-5-7-12-27(35,18-25(33)34)19-30-26(2)13-14-29-24(28)17-26/h11,15,20-24,29-30,32,35H,3-10,12-14,16-19,28H2,1-2H3,(H,33,34)	null	CC1C(CCC2N1C=CC(C2)CCCCCCCC(CC(=O)O)(CNC3(CCNC(C3)N)C)O)O	2.8714416	""	COCONUT:(CNP0177864 CNP0188846)	2097152	529.3504028320312	404.701	425_2211_425
