feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
155	491.2660827636719	3.8912833333333334	1.75782557929684			Organic acids and derivatives	0.9999954700469971	Carboxylic acids and derivatives	0.9998095631599426	Oligopeptides	0.5291779637336731	Amino acids and Peptides	0.8618481755256653	Small peptides	0.7098647356033325	Cyclic peptides	0.5076132416725159	7		C28H36N4O4	15	0.7633851941880024	3.6868777517237117	49.06533208570747	45.378454333983754	0.9989949748743717	0.5330851222234987	-83.42563366032066	SIRIUS			492.27366	1.7366	OWKLJRMFTXDULF	CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC1=O	0004831	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Oligopeptides	Amino acids and Peptides	Oligopeptides	Cyclic peptides	Eukaryota		-0.000296416235907181		1	3	0.119867234580638	0.1	1	0.256171961076429
156	537.2716674804688	3.8912833333333334	1.52545486020282	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.255644883903022	Prenol lipids	0.179061385861462	Colensane and clerodane diterpenoids	0.179061385861462	Terpenoids	0.179061385861462	Diterpenoids	0.179061385861462	Colensane and Clerodane diterpenoids	0.179061385861462	7		C28H36N4O4								-415.89379730633533	SIRIUS			492.27366	2.1846	HBLUGHSSFJXCOA	CCC(C)C1NC(=O)C(NC)Cc2cc(ccc2OC)C=CNC(=O)C(Cc2ccccc2)NC1=O	0004831	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Oligopeptides	Alkaloids $ Amino acids and Peptides	Peptide alkaloids	Ansa peptide alkaloids	Magnoliopsida				4	1	0.0240446000030972	0.4	0.25	0.249756608409441
156	537.2716674804688	3.8912833333333334	1.52545486020282	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.255644883903022	Prenol lipids	0.179061385861462	Colensane and clerodane diterpenoids	0.179061385861462	Terpenoids	0.179061385861462	Diterpenoids	0.179061385861462	Colensane and Clerodane diterpenoids	0.179061385861462	7		C28H36N4O4								-503.8181804453277	SIRIUS			492.27366	2.7523	ASCIWXOCZAWSON	O=C1CC2NCCCNCCCCN(CCCN1)C(=O)C1c3cc2ccc3OC1c1ccc(O)cc1	0003405	Organic compounds	Phenylpropanoids and polyketides	2-arylbenzofuran flavonoids	2-arylbenzofuran flavonoids	Alkaloids	Ornithine alkaloids	Polyamines	Magnoliopsida	10.1055/S-2006-962490 $ 10.1021/NP50071A004 $ 10.1016/S0031-9422(99)00285-X $ 10.1002/HLCA.19890720124 $ 10.1016/0031-9422(93)85017-L $ 10.1055/S-2007-969705 $ 10.1002/HLCA.19780610735 $ 10.1002/HLCA.19910740313 $ 10.1016/0168-9452(95)04298-9 $ 10.1016/S0040-4039(00)01392-7			13	2	0.0198484302236988	0.4	0.25	0.248357885149641
156	537.2716674804688	3.8912833333333334	1.52545486020282	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.255644883903022	Prenol lipids	0.179061385861462	Colensane and clerodane diterpenoids	0.179061385861462	Terpenoids	0.179061385861462	Diterpenoids	0.179061385861462	Colensane and Clerodane diterpenoids	0.179061385861462	7		C28H36N4O4								-517.8833796414822	SIRIUS			492.27366	3.3405	WTPFXNXOCATDNF	O=C1CC2NCCCNCCCCN(CCCN1)C(=O)C=Cc1ccc(O)c(c1)Oc1ccc2cc1	0000064	Organic compounds	Phenylpropanoids and polyketides	Macrolactams	Macrolactams	Alkaloids	Ornithine alkaloids	Polyamines	Magnoliopsida	10.1055/S-2006-962490 $ 10.1002/CHIN.198817335			16	3	0.019309366535228	0.4	0.25	0.248178197253484
157	325.1841125488281	3.921866666666667	2.30291181184396			Organic acids and derivatives	0.9998424053192139	Organic sulfonic acids and derivatives	0.7661097645759583	Organosulfonic acids	0.7415591478347778	Fatty acids	0.7375741004943848	Fatty acyls	0.6589459180831909	Fatty alcohols	0.5218820571899414	7		C18H30O3S	4	0.06137336121097644	3.832049254234239	5.250919570224803	1.418870315990564	0.9884422110552766	0.09427023317480414	-102.18471383260714	SIRIUS			325.18429	6.9	WBIQQQGBSDOWNP	CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O											-0.000176819079889499		1	1	0.0978619954485697	0	0	0.0326206651495232
157	325.1841125488281	3.921866666666667	2.30291181184396			Organic acids and derivatives	0.9998424053192139	Organic sulfonic acids and derivatives	0.7661097645759583	Organosulfonic acids	0.7415591478347778	Fatty acids	0.7375741004943848	Fatty acyls	0.6589459180831909	Fatty alcohols	0.5218820571899414	7		C18H30O3S	4	0.06137336121097644	3.832049254234239	5.250919570224803	1.418870315990564	0.9884422110552766		-114.5963766089742	SIRIUS			325.18429	6.29351	KWXICGTUELOLSQ	CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O											-0.000176819079889499		2	2	0.0872627939548386	0	0	0.0290875979849462
157	325.1841125488281	3.921866666666667	2.30291181184396			Organic acids and derivatives	0.9998424053192139	Organic sulfonic acids and derivatives	0.7661097645759583	Organosulfonic acids	0.7415591478347778	Fatty acids	0.7375741004943848	Fatty acyls	0.6589459180831909	Fatty alcohols	0.5218820571899414	7		C18H30O3S	4	0.06137336121097644	3.832049254234239	5.250919570224803	1.418870315990564	0.9884422110552766		-133.91782447857182	SIRIUS			325.18429	6.9	HRPQWSOMACYCRG	CCCCCCCCCCCCC1=CC(=CC=C1)S(=O)(=O)O											-0.000176819079889499		3	3	0.0746726586915254	0	0	0.0248908862305085
158	347.1851806640625	3.935583333333333	2.16228326660368			Lipids and lipid-like molecules	0.8475345373153687	Prenol lipids	0.9221622943878174	Diterpene lactones	0.7430387735366821	Terpenoids	0.8787632584571838	Diterpenoids	0.8678554892539978	Labdane diterpenoids	0.5495319962501526	7		C20H28O5	7	0.9316502873508156	2.447477162468144	37.63279087625255	35.1853137137844	0.9999999999999999	0.2797748416518406	-11.116067850757261	SIRIUS			348.19367	2.9315	NJEWNTGSXKRWKA	C=C1CC23CC1CCC2C1(C)CCC(O)C(C)(C(=O)O)C1C3C(=O)O	0004014	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	C20-gibberellin 6-carboxylic acids	Terpenoids	Diterpenoids	Gibberellins	Magnoliopsida	10.1139/B70-121 $ 10.1073/PNAS.93.19.10515	-0.00121687984460855		1	1	0.899598683118759	0.4	1	0.666232594072619
158	347.1851806640625	3.935583333333333	2.16228326660368			Lipids and lipid-like molecules	0.8475345373153687	Prenol lipids	0.9221622943878174	Diterpene lactones	0.7430387735366821	Terpenoids	0.8787632584571838	Diterpenoids	0.8678554892539978	Labdane diterpenoids	0.5495319962501526	7		C20H28O5	7	0.9316502873508156	2.447477162468144	37.63279087625255	35.1853137137844	0.9999999999999999		-448.165598126995	SIRIUS			348.19367	3.8389	POUJUNAWSARDBV	CC1(C)CCCC(C)(CC(=O)O)C1CCC(=O)Cc1coccc1=O						Terpenoids	Diterpenoids	Norlabdane diterpenoids $ Secolabdane diterpenoids	Zingiberales		-0.00121687984460855		410	2	0.0223131807568289	0.5	1	0.423854143335359
158	347.1851806640625	3.935583333333333	2.16228326660368			Lipids and lipid-like molecules	0.8475345373153687	Prenol lipids	0.9221622943878174	Diterpene lactones	0.7430387735366821	Terpenoids	0.8787632584571838	Diterpenoids	0.8678554892539978	Labdane diterpenoids	0.5495319962501526	7		C20H28O5	7	0.9316502873508156	2.447477162468144	37.63279087625255	35.1853137137844	0.9999999999999999		-89.87358440911127	SIRIUS			348.19367	2.9315	SFGDEUSMQMGAFH	C=C1CC23CC1CCC2C1(C)CC(O)CC(C)(C(=O)O)C1C3C(=O)O	0004014	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	C20-gibberellin 6-carboxylic acids	Terpenoids	Diterpenoids	Gibberellins	Magnoliopsida	10.1016/J.PHYTOCHEM.2013.02.006	-0.00121687984460855		3	3	0.111267399266944	0.4	1	0.403455499455348
159	359.2075500488281	3.935583333333333	1.6375723880263	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.191733662927266	Prenol lipids	0.201444059094145	Fatty acid esters	0.194179959128561	Terpenoids	0.201444059094145	Fatty esters	0.25239424864505	Wax monoesters	0.25239424864505	7		C18H32O7									[1M-(H)1]1-			360.2148	2.5276	ZFOZVQLOBQUTQQ	CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC	0001986	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	Fatty acids	Fatty esters	Wax monoesters	Magnoliopsida	10.1007/S10600-011-0044-9 $ 10.1016/0031-9422(91)84160-T $ 10.1007/BF00597704	-3.00488281368416e-05		31	1	0	0.4	1	0.366366366366366
159	359.2075500488281	3.935583333333333	1.6375723880263	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.191733662927266	Prenol lipids	0.201444059094145	Fatty acid esters	0.194179959128561	Terpenoids	0.201444059094145	Fatty esters	0.25239424864505	Wax monoesters	0.25239424864505	7		C20H30N4O5									[1M-(H)1]1- + (CH2O2)1			406.22162	-0.8327	USZPQXPTZZQXAO	CC1CC2=C(C(=O)N1)C1CC(O)(N2)C(C)NC(=O)C=CC(O)CCC(C)NC1=O	0001857	Organic compounds	Organoheterocyclic compounds	Diazanaphthalenes	Naphthyridines	Alkaloids $ Terpenoids	Pseudoalkaloids	notClassified	Eukaryota	10.1021/ACS.JNATPROD.7B00060	0.00130995117189059		31	2	0	0.1	0.75	0.174674674674675
159	359.2075500488281	3.935583333333333	1.6375723880263	Organic compounds	0.112327338021233	Organoheterocyclic compounds	0.191733662927266	Prenol lipids	0.201444059094145	Fatty acid esters	0.194179959128561	Terpenoids	0.201444059094145	Fatty esters	0.25239424864505	Wax monoesters	0.25239424864505	7		C19H32N4O5	7	0.7858872674581868	3.195667411003676	32.29327229987145	29.09760488886777	0.9999999999999999	0.16058966303368663	-246.10262251534124	SIRIUS			395.22999	0.3	INLFLDDWUPLUFP	CC(=O)N1CCN(C(C1)C(=O)NC(CC2CCCCC2)C(=O)N)C(=O)COC											-36.0224436181847		1	3	0.0406334556608662	0	0	0.0135444852202887
160	347.1998291015625	4.034833333333333	1.87232640290265	Organic compounds	0.0705568210956771	Organic acids and derivatives	0.0705568210956771	Hydroxy acids and derivatives	0.0705568210956771	Beta hydroxy acids and derivatives	0.0705568210956771	Polyketides	0.0705568210956771	Linear polyketides	0.0705568210956771	Open-chain polyketides	0.0705568210956771	103		C18H33ClO4	3	0.723719194749618	4.7939660379863085	26.010618774040037	21.216652736053728	0.9577889447236182		-379.5376991902447	SIRIUS			348.20674	3.9179	PJQQQQYLMUGREM	CCC(Cl)C1OC(C)(CC(CC)C(O)CC(=O)OC)CC1CC	0001713	Organic compounds	Organic acids and derivatives	Hydroxy acids and derivatives	Beta hydroxy acids and derivatives	Polyketides	Linear polyketides	Open-chain polyketides	Eukaryota	10.1002/EJOC.200390030	0.00036833765396794		2	1	0.026347843761859	0.1	1	0.224998830803502
160	347.1998291015625	4.034833333333333	1.87232640290265	Organic compounds	0.0705568210956771	Organic acids and derivatives	0.0705568210956771	Hydroxy acids and derivatives	0.0705568210956771	Beta hydroxy acids and derivatives	0.0705568210956771	Polyketides	0.0705568210956771	Linear polyketides	0.0705568210956771	Open-chain polyketides	0.0705568210956771	103		C19H29ClN4							0.4314541398865346	-209.0609036877294	SIRIUS				5.2	YMVURRIQICYWDG	CCN(CC)CCCCC(C)NC1=NC(=NC2=C1C=CC(=C2)Cl)C													1	2	0.0478329511812348	0	0	0.0159443170604116
161	313.0787658691406	4.066283333333334	1.6659217718812			Organosulfur compounds	0.9644874334335327	Thioethers	0.8435959219932556	Alkylarylthioethers	0.8516416549682617	Alkaloids	0.7138450145721436	Pseudoalkaloids	0.527994692325592	Purine alkaloids	0.40282002091407776	104		C11H14N4O7									[1M-(H)1]1-			314.08625	-3.3273	IZHUKSHKRISQGL	O=c1cnc2c(O)nc(O)nc2n1CC(O)C(O)C(O)CO	0000109	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pteridines and derivatives	Alkaloids	Pseudoalkaloids	pteridine alkaloids	Eukaryota	10.1002/HLCA.19840670223	0.00020413085940163		2	1	0	0.1	1	0.216216216216216
161	313.0787658691406	4.066283333333334	1.6659217718812			Organosulfur compounds	0.9644874334335327	Thioethers	0.8435959219932556	Alkylarylthioethers	0.8516416549682617	Alkaloids	0.7138450145721436	Pseudoalkaloids	0.527994692325592	Purine alkaloids	0.40282002091407776	104		C11H16N4S2							0.028249878805667282	-423.13383446735696	SIRIUS				1.8	HNVKQXJBINMTGG	CCNC(=S)NNC(=S)NCC1=CC=CC=C1													1	2	0.023633184551616	0	0	0.00787772818387201
162	315.25384521484375	4.075583333333333	0.287240720225692	Organic compounds	0.350556388729904	Lipids and lipid-like molecules	0.350556388729904	Fatty Acyls	0.350556388729904	Fatty acid methyl esters	0.352724352502821	Fatty acids	0.350556388729904	Fatty esters	0.352724352502821	Branched fatty acids $ Unsaturated fatty acids	0.608314309898995	8		C17H34O2							0.09855289116898107	-12.971036563864143	SIRIUS			270.25588	5.9424	KEMQGTRYUADPNZ	CCCCCCCCCCCCCCCCC(=O)O	0002949	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Long-chain fatty acids	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids $ Unsaturated fatty acids	Zingiberales				1	1	0.770948408846436	0.5	0.75	0.631857677823687
162	315.25384521484375	4.075583333333333	0.287240720225692	Organic compounds	0.350556388729904	Lipids and lipid-like molecules	0.350556388729904	Fatty Acyls	0.350556388729904	Fatty acid methyl esters	0.352724352502821	Fatty acids	0.350556388729904	Fatty esters	0.352724352502821	Branched fatty acids $ Unsaturated fatty acids	0.608314309898995	8		C18H36O4	17	0.7387167400939174	6.228695154475637	71.48345505653668	65.25475990206105	0.9999999999999999		-16.795202791310427	SIRIUS			316.26136	4.2741	VACHUYIREGFMSP	CCCCCCCCC(O)C(O)CCCCCCCC(=O)O	0002949	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Long-chain fatty acids	Fatty acids	Octadecanoids	Other Octadecanoids	Magnoliopsida		-0.000237965069319623		2	2	0.595408112915067	0.4	0.75	0.523294195796514
162	315.25384521484375	4.075583333333333	0.287240720225692	Organic compounds	0.350556388729904	Lipids and lipid-like molecules	0.350556388729904	Fatty Acyls	0.350556388729904	Fatty acid methyl esters	0.352724352502821	Fatty acids	0.350556388729904	Fatty esters	0.352724352502821	Branched fatty acids $ Unsaturated fatty acids	0.608314309898995	8		C17H34O2								-75.99376284617863	SIRIUS			270.25588	5.6407	FLIACVVOZYBSBS	CCCCCCCCCCCCCCCC(=O)OC	0003417	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid methyl esters	Fatty acids	Fatty esters	Wax monoesters	Zingiberales	10.1007/S10600-011-9788-5 $ 10.1016/J.FCT.2008.07.017			33	3	0.1315897466512	0.5	1	0.46027966530015
163	383.2414245605469	4.075583333333333	0.546311497898841			Organic acids and derivatives	0.9976179003715515	Carboxylic acids and derivatives	0.9768618941307068	Alpha amino acid amides	0.5819779634475708	Carbohydrates	0.560185968875885	Small peptides	0.5648300051689148	Tripeptides	0.5238487720489502	8		C17H32N6O4							0.13570560202055315	-223.70100065090566	SIRIUS				-0.59477	IBMVEYRWAWIOTN	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O)N													1	1	0.0447025269037817	0	0	0.0149008423012606
163	383.2414245605469	4.075583333333333	0.546311497898841			Organic acids and derivatives	0.9976179003715515	Carboxylic acids and derivatives	0.9768618941307068	Alpha amino acid amides	0.5819779634475708	Carbohydrates	0.560185968875885	Small peptides	0.5648300051689148	Tripeptides	0.5238487720489502	8		C17H32N6O4								-252.1007254616191	SIRIUS				-0.59477	DMHGKBGOUAJRHU	CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O)N													2	2	0.0396666847415417	0	0	0.0132222282471806
164	309.2071838378906	4.075583333333333	1.84283502923919			Lipids and lipid-like molecules	0.9920611381530762	Fatty Acyls	0.9924195408821106	Lineolic acids and derivatives	0.6919496059417725	Fatty acids	0.7945737242698669	Octadecanoids	0.7983538508415222	Other Octadecanoids	0.9007126688957214	51		C18H32O5								-23.51910448446931	SIRIUS			328.22497	2.7969	MKYUCBXUUSZMQB	CCC=CCC(O)C(O)C=CC(O)CCCCCCCC(=O)O	0000504	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Fatty acids	Octadecanoids	Other Octadecanoids	Magnoliopsida	10.1016/J.FOODCHEM.2012.08.018 $ 10.3390/IJMS17091565 $ 10.1007/S11418-010-0501-Y $ 10.1016/J.PHYTOCHEM.2014.10.003 $ 10.1248/CPB.46.1008 $ 10.1016/S0031-9422(00)80813-4 $ 10.1016/S0031-9422(00)81173-5 $ 10.3390/MOLECULES23092104 $ 10.1021/NP060222W $ 10.1021/NP060222W.S001 $ 10.1007/S11745-014-3953-0			2	1	0.425186256840835	0.4	1	0.508095118646645
164	309.2071838378906	4.075583333333333	1.84283502923919			Lipids and lipid-like molecules	0.9920611381530762	Fatty Acyls	0.9924195408821106	Lineolic acids and derivatives	0.6919496059417725	Fatty acids	0.7945737242698669	Octadecanoids	0.7983538508415222	Other Octadecanoids	0.9007126688957214	51		C18H32O5								-44.37436972486444	SIRIUS			328.22497	2.7969	ADHVWICOFLYDST	CCC=CCC(O)C=CC(O)C(O)CCCCCCCC(=O)O	0000504	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Fatty acids	Octadecanoids	Other Octadecanoids	Magnoliopsida				5	2	0.225355313483961	0.4	1	0.441484804194353
164	309.2071838378906	4.075583333333333	1.84283502923919			Lipids and lipid-like molecules	0.9920611381530762	Fatty Acyls	0.9924195408821106	Lineolic acids and derivatives	0.6919496059417725	Fatty acids	0.7945737242698669	Octadecanoids	0.7983538508415222	Other Octadecanoids	0.9007126688957214	51		C18H32O5								-63.795855984270155	SIRIUS			328.22497	2.4867	GKBLNJXQDMHILB	CCC1C(O)CC(O)C1C=CC(O)CCCCCCCC(=O)O	0000514	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Prostaglandins and related compounds	Fatty acids	Octadecanoids	Phytoprostanes	Magnoliopsida	10.1021/ACS.JAFC.5B00805 $ 10.1021/ACS.JAFC.5B03365 $ 10.1016/J.FOODCHEM.2015.01.097			11	3	0.156749993329749	0.4	1	0.418616364142949
165	577.322998046875	4.107516666666666	2.0558242310251	Organic compounds	0.0837359298254306	Lipids and lipid-like molecules	0.0837359298254306	Steroids and steroid derivatives	0.240096038415366	Ergostane steroids	0.240096038415366	Terpenoids	0.240096038415366	Steroids	0.240096038415366	Ergostane steroids	0.240096038415366	105		C32H50O7S									[1M-(H)1]1-			578.32772	6.5946	YIZOZMCCRSCPMN	C=C(CCC(C)C1CC=C2C3=C(C(O)C(OC(C)=O)C21C)C1(C)CCC(OS(=O)(=O)O)C(C)(C)C1CC3)C(C)C	0003567	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Ergostane steroids	Terpenoids	Steroids	Ergostane steroids	Magnoliopsida		-0.00255804687503769		8	1	0	0.4	1	0.366366366366366
165	577.322998046875	4.107516666666666	2.0558242310251	Organic compounds	0.0837359298254306	Lipids and lipid-like molecules	0.0837359298254306	Steroids and steroid derivatives	0.240096038415366	Ergostane steroids	0.240096038415366	Terpenoids	0.240096038415366	Steroids	0.240096038415366	Ergostane steroids	0.240096038415366	105		C28H50O12	5	0.7733986502245044	5.684166799749979	29.2498486179163	23.56568181816632	0.9874371859296484		-249.5438204090347	SIRIUS			578.33023	1.429	WWEHXXCIHSQZSK	CCCCCCCCOC1OC(COC(=O)C(C)C)C(O)C(O)C1OC1OC(C)C(OC(=O)C(C)C)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides				Magnoliopsida		-18.0105172859653		5	2	0.0400731221619061	0.4	0.75	0.338182532212127
165	577.322998046875	4.107516666666666	2.0558242310251	Organic compounds	0.0837359298254306	Lipids and lipid-like molecules	0.0837359298254306	Steroids and steroid derivatives	0.240096038415366	Ergostane steroids	0.240096038415366	Terpenoids	0.240096038415366	Steroids	0.240096038415366	Ergostane steroids	0.240096038415366	105		C28H52O13	5	0.7733986502245044	5.684166799749979	29.2498486179163	23.56568181816632	0.9874371859296484	0.14185290002718276	-84.6911980901294	SIRIUS			596.34079	0.1715	RQPMOGWWZUKXPV	CCCCCCCCCCCCCCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(=O)O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Eukaryota		-18.0105172859653		1	3	0.118076024728779	0.1	0.75	0.214033349584268
166	414.134521484375	4.1272166666666665	1.04099005271197	Organic compounds	0.245335533541025	Organoheterocyclic compounds	0.245335533541025	Indoles and derivatives	0.125548084479877	3-alkylindoles	0.125548084479877	Alkaloids	0.245335533541025	Tryptophan alkaloids	0.125548084479877	Simple indole alkaloids	0.125548084479877	44		C25H25NO7	7	0.5315654670108788	5.675828130565117	22.794776287130556	17.118948156565438	0.9999999999999999		-762.9740926829244	SIRIUS			451.1631	2.1491	LGVZNPWTMVHVMP	COC1=CC2=C3C4c5ccc(OC)c(OC)c5C(N3CCC2=CC1=O)C1(CO)OC(=O)CC41	0001634	Organic compounds	Organoheterocyclic compounds	Naphthofurans	Naphthofurans	Alkaloids	Tyrosine alkaloids	Protoberberine alkaloids	Magnoliopsida		-36.021304074424		176	1	0.0131066049239444	0.4	0.75	0.329193693132806
166	414.134521484375	4.1272166666666665	1.04099005271197	Organic compounds	0.245335533541025	Organoheterocyclic compounds	0.245335533541025	Indoles and derivatives	0.125548084479877	3-alkylindoles	0.125548084479877	Alkaloids	0.245335533541025	Tryptophan alkaloids	0.125548084479877	Simple indole alkaloids	0.125548084479877	44		C25H24NO6+	7	0.5315654670108788	5.675828130565117	22.794776287130556	17.118948156565438	0.9999999999999999		-532.0255621437798	SIRIUS			434.15981	3.6814	QAXHHTKPOZDKNR	COc1cc2c(cc1O)CC1c3cc(O)c(O)cc3CC3c4cc(O)c(O)cc4CC[N+]231	0001909	Organic compounds	Alkaloids and derivatives	Protoberberine alkaloids and derivatives	Protoberberine alkaloids and derivatives	Alkaloids	Tyrosine alkaloids	Protoberberine alkaloids	Streptophyta	10.1021/NP049616I	-18.0107394549789		159	2	0.0187960893452287	0.3	0.5	0.239498596348309
166	414.134521484375	4.1272166666666665	1.04099005271197	Organic compounds	0.245335533541025	Organoheterocyclic compounds	0.245335533541025	Indoles and derivatives	0.125548084479877	3-alkylindoles	0.125548084479877	Alkaloids	0.245335533541025	Tryptophan alkaloids	0.125548084479877	Simple indole alkaloids	0.125548084479877	44		C25H21NO5	7	0.5315654670108788	5.675828130565117	22.794776287130556	17.118948156565438	0.9999999999999999	0.09318112154489624	-241.56121497497676	SIRIUS			432.14526	4.3	RYYUUEOKTKFKGT	CCOC1=CC=C(C=C1)NC(=O)COC2=CC3=C(C=C2)C(=CC(=O)O3)C4=CC=CC=C4											-18.0107394549789		1	3	0.0413973741647056	0	0	0.0137991247215685
167	369.136962890625	4.1272166666666665	2.01323180039379			Benzenoids	0.9986993074417114	Benzene and substituted derivatives	0.786954402923584	Benzene and substituted derivatives	0.786954402923584	Alkaloids	0.7367367744445801	Anthranilic acid alkaloids	0.3014279305934906	Phenazine alkaloids	0.4469035267829895	44		C22H18N4O2	6	0.3905999989739075	3.082872251066504	28.503449189415665	25.42057693834916	0.9849246231155779		-363.4137816350864	SIRIUS			370.14298	4.38796	PDIDHZDRZQKFOX	COc1cccc2[nH]cc(C(C#N)c3ccc(OC)c4c(CC#N)c[nH]c34)c12	0004196	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	3-alkylindoles	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	Magnoliopsida	10.1021/NP3002833	0.00126352670565303		6	1	0.0275168430735004	0.4	0.5	0.292455564307783
167	369.136962890625	4.1272166666666665	2.01323180039379			Benzenoids	0.9986993074417114	Benzene and substituted derivatives	0.786954402923584	Benzene and substituted derivatives	0.786954402923584	Alkaloids	0.7367367744445801	Anthranilic acid alkaloids	0.3014279305934906	Phenazine alkaloids	0.4469035267829895	44		C22H18N4O2	6	0.3905999989739075	3.082872251066504	28.503449189415665	25.42057693834916	0.9849246231155779		-330.40694668597007	SIRIUS			370.14298	3.1522	MMUBYWZLQCOOBD	CC=C1NC(=O)C(Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O	0000485	Organic compounds	Organoheterocyclic compounds	Diazanaphthalenes	Quinazolines	Alkaloids	Anthranilic acid alkaloids	Quinazoline alkaloids	Eukaryota	10.1021/ACS.JNATPROD.9B01096	0.00126352670565303		4	2	0.030265707486787	0.1	1	0.226304785378479
167	369.136962890625	4.1272166666666665	2.01323180039379			Benzenoids	0.9986993074417114	Benzene and substituted derivatives	0.786954402923584	Benzene and substituted derivatives	0.786954402923584	Alkaloids	0.7367367744445801	Anthranilic acid alkaloids	0.3014279305934906	Phenazine alkaloids	0.4469035267829895	44		C21H23ClN2O2									[1M-(H)1]1-			370.14481	4.45249	FXUGCACUUONQJC	[C-]#[N+]C1C2C(=O)c3c(NC=O)cccc3C(C)(C)C2CC(Cl)C1(C)C=C	0000018	Organic compounds	Benzenoids	Anthracenes	Anthracenes						0.000567109375026575		20	3	0	0	0.75	0.124624624624625
