feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
218	457.33184814453125	4.0286333333333335	1.39101158915949	dummy	0.240096038415366	dummy	0.240096038415366	dummy	0.240096038415366	1-hydroxysteroids	0.240096038415366	Polyketides $ Terpenoids	0.240096038415366	Triterpenoids	0.240096038415366	Oleanane triterpenoids	0.240096038415366	1		C30H48O6									[1M-(H)1]1- + (CH2O2)1			504.34509	3.9751	BUKUQINPZKVYIA	CC(CCC(O)C(C)(O)CO)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Eukaryota	10.1177/1934578X1801301107	0.000481855468706272		1	3	0	0.1	1	0.216216216216216
218	457.33184814453125	4.0286333333333335	1.39101158915949	dummy	0.240096038415366	dummy	0.240096038415366	dummy	0.240096038415366	1-hydroxysteroids	0.240096038415366	Polyketides $ Terpenoids	0.240096038415366	Triterpenoids	0.240096038415366	Oleanane triterpenoids	0.240096038415366	1		C31H50O6									[1M-(H)1]1- + (C2H4O2)1			518.36074	5.1103	WHISHYNXGOUKGT	COC(C)(C)C(O)CCC(C(=O)O)C1C(O)CC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Eukaryota	10.1016/J.PHYTOCHEM.2019.02.017	0.000481855468706272		1	3	0	0.1	1	0.216216216216216
219	503.3374328613281	4.0286333333333335	1.70734240332995			Lipids and lipid-like molecules	0.9763278365135193	Prenol lipids	0.9662440419197083	Triterpenoids	0.9047073125839233	Terpenoids	0.9577493667602539	Triterpenoids	0.9697446227073669	Oleanane triterpenoids	0.6151598691940308	1		C30H48O6	3	0.9795733352631595	3.456940629935915	26.44655229752215	22.989611667586235	0.9999999999999999	0.12116153640954082	-42.92715626955702	SIRIUS			504.34509	4.146	LYKPBOGDPDYKJM	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5C(O)CC43C)C2C1O	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Oleanane triterpenoids $ Ursane and Taraxastane triterpenoids	Magnoliopsida	10.1021/NP000486X	-0.000379942579115963		1	1	0.23295277090348	0.4	1	0.44401729000086
219	503.3374328613281	4.0286333333333335	1.70734240332995			Lipids and lipid-like molecules	0.9763278365135193	Prenol lipids	0.9662440419197083	Triterpenoids	0.9047073125839233	Terpenoids	0.9577493667602539	Triterpenoids	0.9697446227073669	Oleanane triterpenoids	0.6151598691940308	1		C30H48O6	3	0.9795733352631595	3.456940629935915	26.44655229752215	22.989611667586235	0.9999999999999999		-57.88335079090494	SIRIUS			504.34509	4.1476	IFIQVSCCFRXSJV	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1O	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Oleanane triterpenoids	Magnoliopsida	10.1016/S0367-326X(01)00295-7 $ 10.1021/NP990581+ $ 10.1248/CPB.48.1114 $ 10.1007/S10600-011-9968-3 $ 10.1016/S0031-9422(97)01006-6 $ 10.1021/NP1007922 $ 10.1021/NP900237A $ 10.1021/NP9704617 $ 10.1016/J.PHYTOCHEM.2006.07.017 $ 10.1002/PCA.643 $ 10.1016/S0731-7085(01)00590-8 $ 10.1016/0031-9422(95)00641-9 $ 10.3109/13880209409083014 $ 10.2307/4113288 $ 10.1016/S0031-9422(98)00154-X $ 10.1016/0378-8741(95)01260-K $ 10.1590/S0103-50531999000200005 $ 10.1007/S10600-011-9969-2 $ 10.1016/J.PHYTOL.2018.07.009 $ 10.1016/J.LFS.2005.05.051 $ 10.1021/JA064630Y $ 10.1016/S0031-9422(00)86936-8 $ 10.1016/J.JFF.2018.09.022	-0.000379942579115963		2	2	0.172761249363803	0.4	1	0.423953449487634
219	503.3374328613281	4.0286333333333335	1.70734240332995			Lipids and lipid-like molecules	0.9763278365135193	Prenol lipids	0.9662440419197083	Triterpenoids	0.9047073125839233	Terpenoids	0.9577493667602539	Triterpenoids	0.9697446227073669	Oleanane triterpenoids	0.6151598691940308	1		C30H48O6	3	0.9795733352631595	3.456940629935915	26.44655229752215	22.989611667586235	0.9999999999999999		-58.921571557351065	SIRIUS			504.34509	4.0035	PRAUVHZJPXOEIF	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Magnoliopsida	10.1590/S0103-50532006000200010 $ 10.1055/S-0029-1240864 $ 10.3390/11090661 $ 10.1002/PS.1278 $ 10.1016/J.FITOTE.2010.03.018 $ 10.1016/S0031-9422(00)85884-7 $ 10.1016/S0031-9422(00)98106-8 $ 10.1007/BF02977683 $ 10.1016/J.FITOTE.2007.03.016 $ 10.1093/CHROMSCI/37.2.51 $ 10.3109/03639049609058563 $ 10.3987/COM-01-9259 $ 10.1016/0021-9673(96)00237-3 $ 10.1080/10826079808005881 $ 10.1016/S0944-7113(96)80011-0 $ 10.3109/13880209.2012.685946 $ 10.1155/2012/848093 $ 10.1016/0378-8741(90)90033-P	-0.000379942579115963		3	3	0.169717129663905	0.4	1	0.422938742921001
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C30H46O5									[1M+(Na)1-(H)2]1- + (H2O)1			486.33452	6.6305	SCRHXYJKBNGZOH	C=C1C(C(C)CCC=C(C)C(=O)O)CCC2(C)C1C=C1C2CCC(C(C)(C)O)C1(C)CCC(=O)O	0001551	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Magnoliopsida	10.1021/ACS.JNATPROD.5B00392	0.000526132812524338		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	4.8516	RSZFVFRVXKODEL	CC(C)C1C(C)C1CC(C)C1C(=O)CC2C3CC4OC45CC(O)CC(O)C5(C)C3CCC21C	0002039	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Gorgostanes and derivatives	Terpenoids	Steroids	Cholestane steroids	Magnoliopsida		0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.306	CVRIDWJAMQLKSY	CC(CC(O)C1(C(C)(C)O)OC1C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	0001104	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Trihydroxy bile acids, alcohols and derivatives	Terpenoids	Steroids	Stigmastane steroids	Magnoliopsida	10.1021/NP030337P	0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.3536	QOHOIWHDCMZDHF	CCC(C(C)C)C(O)C(=O)C(C)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C	0002031	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Stigmastanes and derivatives	Terpenoids	Steroids	Stigmastane steroids	Magnoliopsida		0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.9653	IMKBSBQNILZCQA	CCC(C=CC(C)C1CCC2(O)OC1(C)CCC1=C2C(=O)CC2CC(O)CCC12C)C(C)C						Terpenoids	Steroids	Stigmastane steroids	Magnoliopsida		0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	4.779	SGKWZKAHXPOQBY	CC(C)C(=CCO)CCC(C)C1C(O)CC2C3=CC(O)C4CC(O)CCC4(C)C3=CCC21C	0002031	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Stigmastanes and derivatives	Terpenoids	Steroids	Stigmastane steroids	Magnoliopsida		0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.8363	AYCQAFSTPBCSLH	C=C(CCC(C(=O)O)C1CCC2C3=CCC4C(C)C(O)C(O)CC4(C)C3CCC21C)C(C)C	0000516	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Dihydroxy bile acids, alcohols and derivatives	Terpenoids	Steroids	Ergostane steroids	Magnoliopsida	10.1021/NP2000914	0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	6.8668	KXFHMYUAAVHMEV	CC(=O)C1CC=C2C(CCC3(C)C(C(C)CC(=O)CC(C)C)CCC23C)C1(C)CCC(=O)O	0001551	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	Magnoliopsida		0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	6.2534	OCBFXDHZEHPMPM	CC(=O)OC1CCC2(C)C(C1)C(=O)C=C1C3CCC(C(C)CCCC(C)C)C3(C)CCC12O	0001469	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Cholesterols and derivatives	Terpenoids	Steroids	Cholestane steroids $ Ecdysteroids	Magnoliopsida	10.1016/S0031-9422(00)85451-5	0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	6.3646	LVRAKYNQYKVPIK	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC3OC4(CCC(C)CO4)C(C)C32)C1	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Steroids	Spirostane steroids	Magnoliopsida	10.1016/S0031-9422(00)97903-2	0.000536132812499091		1	1	0	0.4	1	0.366366366366366
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C30H46O5									[1M+(Na)1-(H)2]1- + (H2O)1			486.33452	5.0953	UWGUURZRNLDUKU	CC1(C)CCC2(C(=O)O)CCC3(C)C(=C2C1O)C=CC1C2(C)CC(O)C(O)C(C)(C)C2CCC13C	0001292	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Cyclic alcohols and derivatives	Terpenoids	Triterpenoids	Oleanane triterpenoids	Magnoliopsida		0.000526132812524338		1	2	0	0.4	0.75	0.324824824824825
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C30H46O5									[1M+(Na)1-(H)2]1- + (H2O)1			486.33452	5.6716	PLEQWDWYBBEGIT	CC1(C(=O)O)CCC2(C)CCC3(C)C4=C(CC(O)C3(C)C2(O)C1)C1(C)CCC(=O)C(C)(C)C1CC4	0001670	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Tertiary alcohols	Terpenoids	Triterpenoids	Multiflorane triterpenoids	Magnoliopsida	10.1021/NP010196W	0.000526132812524338		1	2	0	0.4	0.75	0.324824824824825
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C30H46O5									[1M+(Na)1-(H)2]1- + (H2O)1			486.33452	4.4685	DUWQXTJGYFAZKZ	CC1CCC2(C)C(=O)C=C3C(C)(CCC4(C)C(=O)C5CC(O)C(C)(C)C5(O)CC(O)C34C)C2C1C	0004325	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Cyclohexenones	Terpenoids	Triterpenoids	Bauerane triterpenoids	Magnoliopsida		0.000526132812524338		1	2	0	0.4	0.75	0.324824824824825
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.8143	GZCGDKJQYYABSE	CC1CCCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C12	0001292	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Cyclic alcohols and derivatives	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Magnoliopsida		0.000536132812499091		1	2	0	0.4	0.75	0.324824824824825
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	5.0435	DVSAEWSTSCPHTG	CC1(C)CCC2(CCC3(C)C(=CC(O)C4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2=O)C1	0001292	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Cyclic alcohols and derivatives	Terpenoids	Triterpenoids	Oleanane triterpenoids $ Taraxerane triterpenoids	Magnoliopsida	10.1016/J.FITOTE.2005.06.010	0.000536132812499091		1	2	0	0.4	0.75	0.324824824824825
220	525.3192138671875	4.0286333333333335	2.1134386508861	Organic compounds	0.0958397316904058	Organic oxygen compounds	0.278574326077477	Organooxygen compounds	0.278574326077477	Diterpenoids	0.259090156731583	Fatty acids	0.200080032012805	Steroids	0.257407269491829	Ursane and Taraxastane triterpenoids	0.326715635240865	1		C29H46O4									[1M+(Na)1-(H)2]1- + (CH2O2)1			458.33961	6.1093	RQCLRMSTYGDMJY	CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)=CCCC(C)C)CCC4C3C(C=O)C2(O)C1	0001550	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Terpenoids	Steroids	Cholestane steroids	Streptophyta	10.1002/JCCS.200900093	0.000536132812499091		1	3	0	0.3	1	0.316316316316316
221	929.6868286132812	4.0465333333333335	1.18211022018159	Organic compounds	0.12506077588728	Lipids and lipid-like molecules	0.12506077588728	Prenol lipids	0.12506077588728	Triterpenoids	0.12506077588728	Terpenoids	0.12506077588728	Triterpenoids	0.12506077588728	Oleanane triterpenoids	0.12506077588728																																				
222	471.347412109375	4.064216666666667	1.24498924410373			Lipids and lipid-like molecules	0.9829246401786804	Prenol lipids	0.9864804148674011	Triterpenoids	0.9835339188575745	Terpenoids	0.9598571062088013	Triterpenoids	0.9958989024162292	Oleanane triterpenoids	0.733512818813324	1		C30H48O4	4	0.5686804020888371	6.447923006961943	30.052053401252348	23.604130394290404	0.9999999999999999	0.09818380193116726	-16.1536825659642	SIRIUS			472.35526	6.0603	HFGSQOYIOKBQOW	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Magnoliopsida	10.1016/S0031-9422(00)80074-6 $ 10.1076/PHBI.39.3.202.5930 $ 10.1021/JF802152Z $ 10.1016/S0378-8741(01)00363-4 $ 10.1016/J.FITOTE.2010.12.003 $ 10.1016/S0305-1978(99)00081-2 $ 10.1016/J.PHYTOCHEM.2005.05.008 $ 10.1002/JCCS.199500076 $ 10.1055/S-2007-969792 $ 10.1021/NP50081A004 $ 10.1111/J.1744-7909.2005.00060.X $ 10.4268/CJCMM20111611 $ 10.1016/0305-1978(95)93663-N $ 10.1016/0031-9422(90)80181-F $ 10.4268/CJCMM20100813 $ 10.4268/CJCMM20150419 $ 10.1002/JCCS.199800048 $ 10.1590/S0103-50532003000300021 $ 10.1002/JCCS.199300096 $ 10.1248/CPB.41.2007 $ 10.1016/0031-9422(86)88033-5 $ 10.1016/S0305-1978(01)00038-2 $ 10.1021/NP50105A001 $ 10.1016/S0040-4020(01)90428-4 $ 10.2991/ICIMM-15.2015.46 $ 10.1021/NP500509Q $ 10.1016/0031-9422(91)83214-6 $ 10.1021/NP9800710 $ 10.1248/CPB.44.2181 $ 10.1021/NP1003593 $ 10.1016/S0031-9422(00)80818-3 $ 10.1002/HLCA.200890070 $ 10.1248/CPB.55.784 $ 10.1055/S-2006-961439 $ 10.1016/0031-9422(88)80028-1 $ 10.1007/BF02975262 $ 10.1016/0031-9422(92)83466-C $ 10.1271/BBB.68.85 $ 10.1007/S11418-006-0015-9 $ 10.1246/NIKKASHI.1992.423 $ 10.1248/CPB.32.3906 $ 10.1016/0031-9422(96)00204-X $ 10.1248/CPB.51.1318 $ 10.1248/CPB.37.2232 $ 10.1021/NP50061A005 $ 10.1021/NP990226J $ 10.1055/S-2007-993747 $ 10.1007/BF00598283 $ 10.1002/CHIN.200624175 $ 10.1177/1934578X1701200720 $ 10.1021/NP960134J $ 10.1016/J.FOODCHEM.2009.04.098 $ 10.1021/NP1008202 $ 10.1248/BPB.28.173 $ 10.1016/S0031-9422(00)82359-6 $ 10.1248/CPB.59.392 $ 10.1016/0031-9422(90)85143-4 $ 10.1021/NP50035A039 $ 10.1055/S-2008-1074842 $ 10.1021/NP049960F $ 10.1021/NP100502Y $ 10.1007/S13659-013-0057-0 $ 10.1016/S0367-326X(00)00148-9 $ 10.1016/S0031-9422(00)94548-5 $ 10.1016/S0040-4020(01)00724-4 $ 10.1016/S0031-9422(00)85288-7 $ 10.1016/S0031-9422(01)00455-1 $ 10.1248/BPB.28.1995 $ 10.1021/NP030069V $ 10.1007/BFB0119198 $ 10.1016/S0305-1978(98)00061-1 $ 10.1076/PHBI.39.1.20.5941 $ 10.1002/ARDP.19963291005 $ 10.1590/S0103-50532000000300007 $ 10.1021/NP100778K $ 10.1021/NP990584M $ 10.1248/CPB.46.1647 $ 10.1016/J.FITOTE.2009.06.007 $ 10.1016/S0031-9422(02)00190-5 $ 10.1002/JCCS.200500184 $ 10.1016/S0031-9422(97)01061-3 $ 10.1016/J.FITOTE.2010.06.007 $ 10.1016/0031-9422(75)83122-0 $ 10.1016/S0031-9422(00)95019-2 $ 10.1002/HLCA.200790023 $ 10.1016/0031-9422(92)83634-B $ 10.1016/0031-9422(83)80162-9 $ 10.1021/JO00174A030 $ 10.1248/CPB.52.1249 $ 10.1007/BF02976549 $ 10.1016/0031-9422(90)80046-J $ 10.1016/0031-9422(90)83072-9 $ 10.1016/S0031-9422(00)90675-7 $ 10.1016/0031-9422(96)00038-6 $ 10.1021/NP020178U $ 10.1016/S0367-326X(01)00290-8 $ 10.1021/NP030531B $ 10.1016/S0031-9422(00)97769-0 $ 10.1016/S0031-9422(00)84771-8 $ 10.1002/EJOC.200500936 $ 10.21608/BFSA.1997.68739 $ 10.1007/BF02977708 $ 10.1016/S0031-9422(00)84103-5 $ 10.1016/J.DIABRES.2006.01.010 $ 10.1248/CPB.41.2129 $ 10.1016/S0031-9422(00)82571-6 $ 10.1248/CPB.52.157 $ 10.1055/S-2006-957487 $ 10.1055/S-2006-959420 $ 10.1016/0031-9422(82)83045-8 $ 10.1002/HLCA.201000095 $ 10.1016/S0031-9422(00)89540-0 $ 10.1021/JF052812Q $ 10.1016/J.CANLET.2009.04.028 $ 10.1055/S-2000-8531 $ 10.1002/CHIN.200337151 $ 10.1002/1522-2675(20011114)84:11<3418::AID-HLCA3418>3.0.CO;2-L $ 10.1021/NP50028A032 $ 10.1016/0031-6865(96)00010-6 $ 10.14264/UQL.2014.538 $ 10.1016/J.PHYTOCHEM.2006.04.015 $ 10.1007/S12272-011-0310-1 $ 10.1021/NP50100A011 $ 10.1016/0031-9422(90)85375-P $ 10.1016/S0031-9422(00)91382-7 $ 10.1016/J.BMC.2006.04.021 $ 10.1002/HLCA.201000154 $ 10.1002/CHIN.200550171 $ 10.1016/J.BMCL.2012.08.029 $ 10.1007/BF02876860 $ 10.1016/S0031-9422(00)94767-8 $ 10.1055/S-2005-873194 $ 10.1016/J.FITOTE.2011.11.017 $ 10.1002/CHIN.199507213 $ 10.1055/S-2006-960973 $ 10.1590/S0100-40422002000300002 $ 10.1248/BPB.29.830 $ 10.1016/S0378-1119(98)00325-4 $ 10.1002/CBDV.200800214 $ 10.1055/S-2006-960811	-0.000571454531894357		1	1	0.619053888125175	0.4	1	0.572717662408091
