	msms_score	matched_peaks	feature_id	reference_id	adduct	charge	ionmode	instrument	instrument_type	comment	inchikey	inchi	smiles	compound_name	Spectral_library_ID	Spectral_library
67	0.7216854922146663	6	37	46958		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005746567; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	COC1=C(O)C=CC(C=CC(O)=O)=C1	trans-Ferulic acid	CCMSLIB00005746567	GNPS
68	0.6970892482892025	6	37	47191		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005747023; origin=GNPS	KSEBMYQBYZTDHS-UHFFFAOYSA-N	1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	O=C(O)C=CC=1C=CC(O)=C(OC)C=1	trans-Ferulic acid	CCMSLIB00005747023	GNPS
69	0.7026222705428562	9	37	69688		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004695450; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	N/A	isoferulic acid	CCMSLIB00004695450	GNPS
70	0.7399884745917866	10	37	71074		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702341; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	N/A	Ferulic Acid	CCMSLIB00004702341	GNPS
71	0.6612540406248921	10	37	71075		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702342; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	N/A	Ferulic Acid	CCMSLIB00004702342	GNPS
72	0.7092668761183312	6	37	75735		-1	negative	ESI-QTOF	N/A-ESI-QTOF	DB#=CCMSLIB00004719653; origin=GNPS	ONBYESPXKZNTDN-UIMBXVEGSA-N	InChI=1S/C10H10O4/c1149427(68(9)11)3510(12)13/h26,11H,1H3,(H,12,13)/b53+	N/A	isoferulic acid	CCMSLIB00004719653	GNPS
73	0.6732727579607405	7	37	80592		-1	negative	impact HD	LC-ESI- impact HD	DB#=CCMSLIB00004684104; origin=GNPS	QURCVMIEKCOAJU-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	COc1ccc(cc1O)/C=C/C(=O)O	3-Hydroxy-4-methoxycinnamic acid (isoferulic acid) - 10eV	CCMSLIB00004684104	GNPS
74	0.7260435242409208	6	37	83588		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119625; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	N/A	COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119625	GNPS
75	0.7264589537352119	5	37	83589		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119627; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	N/A	COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119627	GNPS
76	0.7239817063403323	6	37	83590		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119629; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	N/A	COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119629	GNPS
77	0.7374805719750684	10	37	83591		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119632; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	N/A	COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119632	GNPS
78	0.7305649289584885	7	37	83592		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006119634; origin=GNPS	KSEBMYQBYZTDHS-HWKANZROSA-N	N/A	COc1cc(ccc1O)/C=C/C(=O)O	(E)-Ferulic acid - 40.0 eV	CCMSLIB00006119634	GNPS
79	0.9809270546064104	7	70	648		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005436182; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACATE	CCMSLIB00005436182	GNPS
80	0.9809270546064104	7	70	5378		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005463636; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACATE	CCMSLIB00005463636	GNPS
81	0.6946774786519059	6	70	24017		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676854; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676854	GNPS
82	0.6942318478895109	6	70	24020		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676857; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676857	GNPS
83	0.6945417061772504	6	70	24023		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676860; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676860	GNPS
84	0.6945465918678881	5	70	24026		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676863; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676863	GNPS
85	0.6951614534746683	6	70	24029		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676866; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676866	GNPS
86	0.6961579868232574	5	70	24032		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676869; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676869	GNPS
87	0.7413804267013825	6	70	25123		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677960; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006677960	GNPS
88	0.9465360269796695	7	70	52644		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005760026; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005760026	GNPS
89	0.6858467112321986	7	70	54374		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005763975; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005763975	GNPS
90	0.7662686691874387	7	70	54761		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005764867; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005764867	GNPS
91	0.9825989276331225	7	70	55096		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005765622; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005765622	GNPS
92	0.9583922730747327	7	70	76731		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679201; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679201	GNPS
93	0.9634975767474891	7	70	76764		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679286; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679286	GNPS
94	0.9634975767474891	7	70	76830		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679449; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679449	GNPS
95	0.9583922730747327	7	70	76844		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679481; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679481	GNPS
96	0.8913899444913995	5	70	77526		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681130; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681130	GNPS
97	0.6504838834399935	6	70	77620		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681411; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681411	GNPS
98	0.7382423675103583	7	70	77640		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681431; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681431	GNPS
99	0.8913899444913995	5	70	77684		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681523; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681523	GNPS
100	0.7382423675103583	7	70	77822		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681876; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681876	GNPS
101	0.6504838834399935	6	70	77961		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006682207; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006682207	GNPS
102	0.9956784016948541	7	70	83274		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118882; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118882	GNPS
103	0.9960681878893036	7	70	83275		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118884; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118884	GNPS
104	0.9956882995566396	7	70	83276		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118886; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118886	GNPS
105	0.9959134799926693	7	70	83277		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118888; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118888	GNPS
106	0.9948966482024654	7	70	83278		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118891; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118891	GNPS
107	0.7329312233882109	5	70	83279		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118894; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118894	GNPS
108	0.7243365425800211	5	70	83280		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118896; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118896	GNPS
109	0.7195099408804517	5	70	83281		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118898; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118898	GNPS
110	0.9767956410584595	7	70	83284		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118930; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118930	GNPS
111	0.9806820895587776	7	70	83285		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118932; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118932	GNPS
112	0.977595924495831	7	70	83286		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118935; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118935	GNPS
113	0.9785281428981792	7	70	83287		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118938; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118938	GNPS
114	0.9768459052948453	7	70	83288		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118941; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118941	GNPS
115	0.7292084177445803	5	70	83289		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118943; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118943	GNPS
116	0.7287377847900182	5	70	83290		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118945; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118945	GNPS
117	0.7283083299234769	5	70	83291		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118947; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	N/A	C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118947	GNPS
118	0.944292575814236	5	63	44531		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005741931; origin=GNPS	BHWUKOCNOLCGLB-UHFFFAOYSA-N	1S/C18H32O6/c1-2-14(20)17-12-15(21)16(24-17)11-10-13(19)8-6-4-3-5-7-9-18(22)23/h10-11,13-17,19-21H,2-9,12H2,1H3,(H,22,23)	O=C(O)CCCCCCCC(O)C=CC1OC(CC1(O))C(O)CC	FA 18:2+4O	CCMSLIB00005741931	GNPS
119	0.9949241560445915	5	397	1074		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005724910; origin=GNPS	MNUNUJQYFJZRHQ-UHFFFAOYSA-N	InChI=1S/C39H54O6/c1-23(2)25-14-19-39(34(43)44)21-20-37(6)26(33(25)39)10-12-30-36(5)17-16-31(35(3,4)29(36)15-18-38(30,37)7)45-32(42)13-9-24-8-11-27(40)28(41)22-24/h8-9,11,13,22,25-26,29-31,33,40-41H,1,10,12,14-21H2,2-7H3,(H,43,44)	CC(C)(C(CC1)C(C)(CC2)C(CC3)C1(C)C(C)(CC1)C3C(C(CC3)C(C)=C)C13C(O)=O)C2OC(/C=C/c(cc1)cc(O)c1O)=O	9-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)-icosahydro-1H-cyclopenta[a]chrysene-3a-carboxylic acid	CCMSLIB00005724910	GNPS
120	0.9928582331267295	10	26	5515		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005464283; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	6-CARBOXYHEXANOATE	CCMSLIB00005464283	GNPS
121	0.8867170868783409	6	26	5851		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00005720804; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	PIMELIC ACID	CCMSLIB00005720804	GNPS
122	0.9238319332902679	5	26	23972		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676809; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	pimelic_acid	CCMSLIB00006676809	GNPS
123	0.9230360006772939	6	26	23980		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676817; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	pimelic_acid	CCMSLIB00006676817	GNPS
124	0.9842288764722286	6	26	23983		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676820; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	pimelic_acid	CCMSLIB00006676820	GNPS
125	0.9237161590188764	6	26	23986		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676823; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	pimelic_acid	CCMSLIB00006676823	GNPS
126	0.9932747887292436	6	26	27681		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010108482; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	O=C(O)CCCCCC(=O)O	pimelic acid CollisionEnergy:102040	CCMSLIB00010108482	GNPS
127	0.9827092078945592	6	26	32031		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010119819; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	O=C(O)CCCCCC(=O)O	pimelic acid CollisionEnergy:205060	CCMSLIB00010119819	GNPS
128	0.8910745874482106	5	26	76478		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006678567; origin=GNPS	SYEOWUNSTUDKGM-UHFFFAOYSA-N	InChI=1S/C7H12O4/c1-5(4-7(10)11)2-3-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)	CC(CCC(=O)O)CC(=O)O	3-METHYLADIPIC ACID	CCMSLIB00006678567	GNPS
129	0.9969802279780319	5	26	76579		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006678822; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	PIMELIC ACID	CCMSLIB00006678822	GNPS
130	0.9961377109169263	5	26	76932		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679733; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	PIMELIC ACID	CCMSLIB00006679733	GNPS
131	0.8759364622199804	5	26	78523		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006683519; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	PIMELIC ACID	CCMSLIB00006683519	GNPS
132	0.9810704013530949	5	26	78803		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006684225; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	C(CCC(=O)O)CCC(=O)O	PIMELIC ACID	CCMSLIB00006684225	GNPS
133	0.9756608786153393	5	26	84392		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121656; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121656	GNPS
134	0.9760083688408681	5	26	84393		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121657; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121657	GNPS
135	0.9758676076121966	5	26	84394		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121660; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121660	GNPS
136	0.9788227076438593	5	26	84395		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121662; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121662	GNPS
137	0.9738022087504403	5	26	84396		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121664; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121664	GNPS
138	0.9207674310818998	5	26	84397		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121667; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 30.0 eV	CCMSLIB00006121667	GNPS
139	0.83352529230919	5	26	84401		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121676; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121676	GNPS
140	0.8637329515883463	5	26	84402		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006121678; origin=GNPS	WLJVNTCWHIRURA-UHFFFAOYSA-N	N/A	C(CCC(=O)O)CCC(=O)O	Pimelic acid - 40.0 eV	CCMSLIB00006121678	GNPS
